tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
20961,2017-10-16 23:55:59,I have been raped! By family and Not. Being passed out drubk is not an Excuse. #metoo,0,1,IPHONE,#metoo,0,
20962,2017-10-16 20:18:17,"there are people that think feminism is redundant because ""women already have equal rights"" well hon just take a look at the #MeToo tag",0,1,WEB,#metoo,0,
20963,2017-10-16 22:51:47,@Alyssa_Milano #MeToo Many times,0,0,WEB,#metoo,0,
20964,2017-10-16 21:59:25,Theres nothing white feminists do that a black or brown feminist hasn<e2><80><99>t been doing for YEARS. Thx 4 yr leadership<e2><80><a6> https://t.co/9NKg8W75ZH,0,0,IPHONE,#metoo,0,
20965,2017-10-16 21:49:54,I was a young impressionable child who was taken advantage of by two boys that weren<e2><80><99>t much older than me. This needs to stop. 4/4 #metoo,0,0,IPHONE,#metoo,0,
20966,2017-10-16 23:03:06,"If ALL women who<e2><80><99>ve been sexually harassed/assaulted wrote
#MeToo 
as a status~we might give people a sense of the<e2><80><a6> https://t.co/g2VDMi8P8d",0,0,IPHONE,#metoo,0,
20967,2017-10-16 21:11:14,#MeToo for almost 10 years now,0,6,IPHONE,#metoo,0,
20968,2017-10-16 21:52:05,"#metoo this happens on a gigantic scale, its horrible.",0,1,IPHONE,#metoo,0,
20969,2017-10-16 19:09:31,@ErinCarroll29 Like did no one consider the LGBTQIA community when they started talking about #MeToo? It's an issue.,0,1,IPHONE,#metoo,0,
20970,2017-10-16 19:36:08,I worry my daughter will have the same experiences I have.  #MeToo,0,0,WEB,#metoo,0,
20971,2017-10-16 21:26:49,Shocking to see the responses with #MeToo what a world of animals we stay in. <ed><a0><bd><ed><b8><96>,1,0,ANDROID,#metoo,1,confounded face
20972,2017-10-16 23:00:25,I have become aware of the #MeToo  campaign. I was sexually abused as a child and growing up accepted abuse because I thought it branded me.,0,0,ANDROID,#metoo,0,
20973,2017-10-16 20:03:14,#MeToo been around too many situations and sexual harassment. Older men in manipulative positions with young people. Narcissism lives on.,0,0,IPHONE,#metoo,0,
20974,2017-10-16 22:18:08,Major cable company exec rolled into local office.  Told me to come to his hotel room with change of clothes.  I got fired.  #MeToo,0,0,WEB,#metoo,0,
20975,2017-10-16 21:59:51,When I was a child... a teenager... a working professional woman #MeToo #changetheculture,0,1,IPHONE,#metoo,0,
20976,2017-10-16 19:39:36,Oh of course #MeToo,0,0,IPHONE,#metoo,0,
20977,2017-10-16 19:21:55,"To all friends, family, acquaintances and strangers posting #MeToo, I believe you and I admire your bravery. I<e2><80><99>m sorry that happened to you.",1,1,NA,#metoo,0,
20978,2017-10-16 23:40:49,@BethMooreLPM Thank you for your courage!  My daughter is a #metoo.,0,0,IPHONE,#metoo,0,
20979,2017-10-16 19:55:51,Crowdsourcing Victimhood: The Downside of #MeToo https://t.co/1haF0tBx3d,0,0,WEB,#metoo,0,
20980,2017-10-16 20:21:00,Shared with permission (#MeToo): https://t.co/cJEzezI2ve,0,0,IPHONE,#metoo,0,
20981,2017-10-16 23:55:57,#MeToo I believe men with power need 2start being told NO &amp; get punished when they take advantage of us. dont let them get away w/it anymore,0,0,ANDROID,#metoo,0,
20982,2017-10-16 22:43:57,"#MeToo
I<e2><80><99>m a lesbian who got told I was because I<e2><80><99>d never been with a <e2><80><9c>real man<e2><80><9d>.
Not that it matters, but at the time I was dressed in 1/2",30,140,IPHONE,#metoo,0,
20983,2017-10-16 19:09:29,"A street,daylight. A guy touched my booty.I told him he had a problem.That pissed him off. I had to run away so he would not beat me #MeToo",2,0,ANDROID,#metoo,0,
20984,2017-10-16 23:01:37,To the guy that liked to flash his <ed><a0><bc><ed><bd><86> at me at work-no it wasn<e2><80><99>t funny #MeToo,0,0,IPHONE,#metoo,1,eggplant
20985,2017-10-16 19:20:43,#MeToo  too many times to list.,0,0,WEB,#metoo,0,
20986,2017-10-16 23:43:59,#metoo i hate this and it makes me uncomfortable but hey Me Too,1,5,IPHONE,#metoo,0,
20987,2017-10-16 23:06:17,@molratty I'm already seeing a ton of people making #MeToo about catcalls and having a guy approach a woman on a subway.,0,2,ANDROID,#metoo,0,
20988,2017-10-16 21:48:30,I think we should ask all the perpetrators to tweet #MeToo instead.,1,3,WEB,#metoo,0,
20989,2017-10-16 23:23:21,@Alyssa_Milano #MeToo Life has never been the same but I'm glad to be able to say that it has gotten better. Altho<e2><80><a6> https://t.co/WXYaN2doTK,0,0,ANDROID,#metoo,0,
20990,2017-10-16 22:48:05,#metoo - of course!,0,1,IPHONE,#metoo,0,
20991,2017-10-16 19:11:45,The latest https://t.co/GmGBVTvd3P Today! https://t.co/c2154031aQ Thanks to @Commentary @thegwpfcom #ophelia #metoo,0,0,NA,#metoo,0,
20992,2017-10-16 21:33:58,I love the noise #metoo is making. I want everyone to hear it.,0,1,IPHONE,#metoo,0,
20993,2017-10-16 21:27:58,"Cosplay is not consent, but people still act like I'm not worthy of respect because my costumes make me look attractive. #MeToo",1,10,IPHONE,#metoo,0,
20994,2017-10-16 21:18:15,More than once. One was extremely serious. #MeToo,0,1,NA,#metoo,0,
20995,2017-10-16 20:46:49,"#MeToo and as bitter as I still am about it, it has made me a stronger individual.",0,0,ANDROID,#metoo,0,
20996,2017-10-16 22:15:57,"#metoo - pressured, cat called, groped, followed and harrassed by strangers - it doesn't have to be violent to be assault",1,2,ANDROID,#metoo,0,
20997,2017-10-16 22:32:36,Trust survivors the first time &amp; before it's trending. Support survivors when they share their truths-however they need and choose. #metoo,0,1,WEB,#metoo,0,
20998,2017-10-16 23:48:35,"So there's #MeToo, but I'd also like to have a hashtag where men admit to harassing and abusing women. Cause for every me there's a he.",117,569,WEB,#metoo,0,
20999,2017-10-16 23:07:45,#metoo I remember being 16 at a house party n having some cretin who thought I was asleep feel me up he was actually vile,0,2,IPHONE,#metoo,0,
21000,2017-10-16 19:12:03,@KC_Sass Thank you! #MeToo,0,1,IPHONE,#metoo,0,
21001,2017-10-16 19:14:33,The MeToo hashtag makes me so proud for people who are standing up for their rights cause I know what it<e2><80><99>s like<e2><9d><a4><ef><b8><8f> #MeToo,1,3,IPHONE,#metoo,1,red heart
21002,2017-10-16 20:26:54,@ReallyLaLa1 #MeToo except he would also press his lower parts into my upper back at the same time.,0,0,NA,#metoo,0,
21003,2017-10-16 23:15:08,@womensmarch The first time I was sexually harassed I was twelve and I was walking down the street. Sexual harassme<e2><80><a6> https://t.co/WdhsjimGiz,0,1,IPHONE,#metoo,0,
21004,2017-10-16 23:21:52,"#MeToo I am a store clerk &amp; a man asked ""Have you been sexually harassed today? If not, would you like to be?"" This is just 1 of many.",0,1,WEB,#metoo,0,
21005,2017-10-16 19:05:47,"It<e2><80><99>s hard to say, but #MeToo.  Women Flood Social Media With #MeToo It<e2><80><99>s Time To Say #IBelieveYou https://t.co/bpds7N6G9N",0,1,IPHONE,#metoo,0,
21006,2017-10-16 20:04:49,"Huge love to all the women who made #MeToo posts. Takes a lot of courage to step up like that, and we support you. It is never your fault<ed><a0><bd><ed><b2><95>",0,3,IPHONE,#metoo,1,two hearts
21007,2017-10-16 23:10:48,Surprised by how many Facebook friends are offended by the #MeToo posts. Sorry if you're uncomfortable but newflash so is sexual assault,1,8,IPHONE,#metoo,0,
21008,2017-10-16 21:22:07,"The latest WHAT'S HOT, Ze Daily !! https://t.co/yTld1hqemx Thanks to @Valmy212 @Khiri_Yassine @Floszach #afp #metoo",0,0,NA,#metoo,0,
21009,2017-10-16 21:12:19,#MeToo is as far as I'm willing to go.,0,0,ANDROID,#metoo,0,
21010,2017-10-16 22:28:10,"I<e2><80><99>m 15. It happened more than once at a young age. until now, I haven<e2><80><99>t ever told anyone.. #MeToo https://t.co/2c8katEt2e",0,1,IPHONE,#metoo,0,
21011,2017-10-16 20:20:23,"Look at the amount of people using #MeToo , then think of all the victims who aren<e2><80><99>t ready to speak out. That should scare everyone.",1,2,IPHONE,#metoo,0,
21012,2017-10-16 20:44:26,#MeToo No need to say more.,1,1,WEB,#metoo,0,
21013,2017-10-16 19:32:43,#MeToo long time ago and yet the effects of those encounters continues when you least expect it.,0,0,ANDROID,#metoo,0,
21014,2017-10-16 23:03:22,#metoo and I'm honestly shocked by people who say they haven't experienced it. I thought it was an everybody thing.,0,1,ANDROID,#metoo,0,
21015,2017-10-16 21:42:11,#metoo ;But it wasn't a man. #womencanbeguiltytoo,0,0,IPHONE,#metoo,0,
21016,2017-10-16 20:16:36,@Alyssa_Milano #MeToo since I was 8 years old.,0,0,WEB,#metoo,0,
21017,2017-10-16 23:19:28,We are strong <ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bb> #MeToo,0,0,IPHONE,#metoo,2,"flexed biceps, flexed biceps: light skin tone"
21018,2017-10-16 22:20:08,#hillsdalepolice is corrupt to the bone. So much #scum. #corruptpolitics #blacklivesmatter #badpolice #corruptcops #metoo,0,0,IPHONE,#metoo,0,
21019,2017-10-16 20:04:44,@fortunefunny I<e2><80><99>m with you but it will NEVER happen. They don<e2><80><99>t believe us and never will....#metoo,0,0,IPHONE,#metoo,0,
21020,2017-10-16 19:25:34,"#MeToo I ain't no woman, but with all the woman that I speak to, have (at least), one story of harassment, IT IS A REAL PROBLEM",0,1,ANDROID,#metoo,0,
21021,2017-10-16 20:57:12,"If as a man you are not devastated by what you've learned from #MeToo, you've lost  all your humanity and decency.",0,14,ANDROID,#metoo,0,
21022,2017-10-16 19:25:49,@Alyssa_Milano #MeToo  Me too,0,0,NA,#metoo,0,
21023,2017-10-16 19:57:10,"#metoo ...and likely #hertoo , #themtoo , and #himtoo , as well. https://t.co/lYClkN8Jng",1,7,IPHONE,#metoo,0,
21024,2017-10-16 23:23:24,#metoo Everytime I think about it it still haunts me.,0,1,ANDROID,#metoo,0,
21025,2017-10-16 23:35:01,"Ad agencies and large corporations I've worked for also protect predators, if their value outweighs sexual harassment lawsuit #metoo",1,1,WEB,#metoo,0,
21026,2017-10-16 22:23:43,"When your friend says, ""you know you wanted it."" #MeToo",0,1,IPHONE,#metoo,0,
21027,2017-10-16 19:30:44,"#MeToo  If everyone has a story...then no one does.  Everyone has been abused, even the abusers.",1,1,NA,#metoo,0,
21028,2017-10-16 23:31:48,A guy thought it was okay to put his hands down my pants and feel my breasts just because we hooked up three years prior. #MeToo,0,1,ANDROID,#metoo,0,
21029,2017-10-16 23:53:34,I shared this on FB but also wanted to share it here. It<e2><80><99>s not something I<e2><80><99>m particularly proud of but it<e2><80><99>s gotten<e2><80><a6> https://t.co/ijXAUgbKhp,0,3,NA,#metoo,0,
21030,2017-10-16 22:44:36,I think men should be using #metoo. We can't pretend that women are the only victims. It's cruel that this happens to anyone and IT CAN.,0,3,ANDROID,#metoo,0,
21031,2017-10-16 23:56:59,#MeToo and that<e2><80><99>s all I have to say about that,0,0,IPHONE,#metoo,0,
21032,2017-10-16 20:45:16,#Metoo as if there is a notme ?,1,4,ANDROID,#metoo,0,
21033,2017-10-16 19:05:23,@IrrelephantSims I won<e2><80><99>t share my story but #metoo,0,2,IPHONE,#metoo,0,
21034,2017-10-16 19:22:11,I have repressed trauma from childhood which I've never discussed. I've been harassed on the street &amp; in school. But I'm still here. #MeToo,0,1,ANDROID,#metoo,0,
21035,2017-10-16 20:13:11,"Fathers
Be good to your Daughters
When you are
They<e2><80><99>ll see men as they should be
And will be brave
Knowing #MeToo 
Shouldn<e2><80><99>t have to be",5,17,IPHONE,#metoo,0,
21036,2017-10-16 19:19:20,"i don't owe my story to anyone, but #metoo.",0,1,ANDROID,#metoo,0,
21037,2017-10-16 23:16:54,wow! the #MeToo trend!,0,0,NA,#metoo,0,
21038,2017-10-16 21:42:47,#MeToo I was 17 at a bus stop a man dragged me to his van. 6ft guy walked past looked at the ground didn't help me. 5ft lady ran to save me,0,2,ANDROID,#metoo,0,
21039,2017-10-16 20:36:38,"Only woman running 4 Gov of Cali comes 2 San Diego tonite

Much to discuss!
<ed><a0><bd><ed><b1><89>Trump on #birthcontrol 
<ed><a0><bd><ed><b1><89>DeVos on camp<e2><80><a6> https://t.co/xy66WRtN3h",1,0,IPHONE,#metoo,1,backhand index pointing right
21040,2017-10-16 21:20:35,"It's like a dream, still hazy but I can still hear his voice over in my head, idk how to feel except sick, numb and in disbelief. #MeToo",0,1,ANDROID,#metoo,0,
21041,2017-10-16 22:12:02,#MeToo I was groped in the crotch while getting cash out. The guy then laughed with his mates afterwards.,0,0,NA,#metoo,0,
21042,2017-10-16 19:20:33,"Sexual Assault Movement Hashtag #MeToo Has Garnered Nearly 500,000 Tweets

https://t.co/rVIYpIvDwx

#BobWeinstein #HarveyWeinstein #MeToo",0,0,NA,#metoo,0,
21043,2017-10-16 19:51:21,"#MeToo Reported multiple times and was told by a supervisor ""what the hell do you want ME to do about it?""",0,0,IPHONE,#metoo,0,
21044,2017-10-16 23:17:02,"If you need a hashtag to accept how pervasive violence against women is, you<e2><80><99>re long overdue for a reality check #MeToo",0,2,IPHONE,#metoo,0,
21045,2017-10-16 20:37:21,"""I don't like your argument, or agree with you on this subject, so fuck you!""  - All #MeToo Liberals

No,... https://t.co/D22exI0ewr",0,0,NA,#metoo,0,
21046,2017-10-16 23:36:39,@HelenRazer I'm still waiting for the rapist &amp; abusers #metoo #sorry hashtag to start trending.,0,4,IPHONE,#metoo,0,
21047,2017-10-16 21:33:31,@missmayim Says her words were taken out of context.Blaming women for dressing up and being attacked is victim blaming. #metoo,0,0,WEB,#metoo,0,
21048,2017-10-16 20:49:33,Opinion: What actress reveals about #MeToo https://t.co/IpRYVUcS9z,0,0,NA,#metoo,0,
21049,2017-10-16 21:51:30,All this idea does is allow victims to be abused and put innocent free men in jail #MeToo https://t.co/JC4tpXhbIv,0,1,ANDROID,#metoo,0,
21050,2017-10-16 22:10:40,"Maybe this is why Trump ""won"" to brig attn to rape culture and to wake us up to our own voices of strength and 2gtherness. #metoo",1,3,IPHONE,#metoo,0,
21051,2017-10-16 22:56:10,@TrumpsAlert Look who should talk about this..  If Ivanka can<e2><80><99>t use #MeToo when her father fantasized about dating<e2><80><a6> https://t.co/U7Hp1ltPIE,0,4,NA,#metoo,0,
21052,2017-10-16 22:39:52,oh yeah i guess it<e2><80><99>s obvious but i should add ... #metoo https://t.co/mny2B3uIsL,0,16,IPHONE,#metoo,0,
21053,2017-10-16 20:36:25,Maybe Woody Allen should be the spokesman for #MeToo https://t.co/1r5RDB5NHB #politics,0,0,NA,#metoo,0,
21054,2017-10-16 22:06:53,"AndreaHorwath: #MeToo
https://t.co/V6YROkHZSB",0,0,NA,#metoo,0,
21055,2017-10-16 21:29:57,@Amy_Siskind @mckinnon_pjm Sexual harassment happens to men also and sadly I must say #MeToo,0,0,IPHONE,#metoo,0,
21056,2017-10-16 22:17:09,Crowdsourcing Victimhood: The Downside of #MeToo https://t.co/lPV4tXseQP #RedState https://t.co/CHukPQlRwT,0,0,NA,#metoo,0,
21057,2017-10-16 22:14:27,"In The Wake Of Harvey Weinstein Scandal, Women Say #MeToo https://t.co/5c5s8zwwYl #USA #politics",0,1,NA,#metoo,0,
21058,2017-10-16 23:07:58,The latest The DR Daily! https://t.co/htTmd9viIw Thanks to @tahino1 @catlover1943 @Alauda1 #trump #metoo,0,0,NA,#metoo,0,
21059,2017-10-16 22:49:46,#metoo because someone I didn<e2><80><99>t know  thought it was okay to slap my ass on the public high street,0,4,IPHONE,#metoo,0,
21060,2017-10-16 22:36:07,@hoistingmysail I would bet my next year of paychecks that the one responsible for my #MeToo never will.,0,1,ANDROID,#metoo,0,
21061,2017-10-16 21:36:20,Just blown away by the #metoo stories today... is there anything to do to change the law to tackle it all? eg https://t.co/xeZ3diNGS1 #metoo,0,2,WEB,#metoo,0,
21062,2017-10-16 19:13:16,#MeToo. More than once. The first instance was when I was six. A stranger told me of lewd acts he wanted to do on me. No child needs that.,0,0,IPHONE,#metoo,0,
21063,2017-10-16 22:55:16,"This is so hard to say, but #MeToo.",0,2,IPHONE,#metoo,0,
21064,2017-10-16 19:26:15,Catcalling and groping are not fucking normal #MeToo,1,3,ANDROID,#metoo,0,
21065,2017-10-16 21:03:38,"#MeToo

If only to add my voice for the women he's harassed and has tried to silence.",0,1,ANDROID,#metoo,0,
21066,2017-10-16 20:51:25,"Ive felt too scared or awkward to say it for most of my life, but frankly, 
#MeToo",1,1,ANDROID,#metoo,0,
21067,2017-10-16 21:21:01,"@Alyssa_Milano #MeToo When Iwas 12 a drunk guy follow me screaming ""I will fuck you""",0,0,WEB,#metoo,0,
21068,2017-10-16 19:20:30,"All the people sharing their sexual abuse/harassment on #MeToo
I commend your bravery, I can't imagine putting my experiences out there",1,3,WEB,#metoo,0,
21069,2017-10-16 19:53:15,Yes it happened to #MeToo,0,0,IPHONE,#metoo,0,
21070,2017-10-16 22:23:39,Surely you mean the cowardly women who refused to speak out thus condemning other 'sisters' to sexual exploitation<e2><80><a6> https://t.co/S1i83HcqvC,0,0,NA,#metoo,0,
21071,2017-10-16 21:14:33,#MeToo: Women tell stories of sexual assault and harassment on social media https://t.co/Z2m2a9JPz5 https://t.co/WVU6894mKC,0,1,NA,#metoo,0,
21072,2017-10-16 22:26:23,"In the light of current, past and future events regarding to #MeToo, take a break and read this. https://t.co/1XPtmZAUan",0,1,ANDROID,#metoo,0,
21073,2017-10-16 21:02:58,"#Repost @hilarieburton (get_repost)
<e3><83><bb><e3><83><bb><e3><83><bb>
It leaves a mark. 
#metoo
____________________

I'm<e2><80><a6> https://t.co/QI6r5I3Iir",0,0,NA,#metoo,0,
21074,2017-10-16 19:37:47,#MeToo honestly not at all shocked that women all over have faced sexual assault and it SHOULDN'T be like that. PERIOD!!!!!!,0,0,ANDROID,#metoo,0,
21075,2017-10-16 19:23:10,I shared the #metoo hashtag on Facebook to concur the fact that every woman gets harassed one time or another. Got mansplained. #QED,0,6,WEB,#metoo,0,
21076,2017-10-16 23:53:37,@ArchanaSingh815 i love you so much and i didn<e2><80><99>t know what #metoo was until you texted me. thank you.,0,1,IPHONE,#metoo,0,
21077,2017-10-16 20:49:34,"My first piece on Medium, written in a sleepy daze, compelled by the need to release emotions before I burst #MeToo https://t.co/8Kx9QQwzbI",0,0,WEB,#metoo,0,
21078,2017-10-16 22:42:40,"@Alyssa_Milano @TinaMarie88888 #MeToo Mine started at the age of nine. Almost ruined my life, I fought back.",0,2,IPHONE,#metoo,0,
21079,2017-10-16 20:38:43,#metoo. I stand with all the men and women who have dealt with aggression and assault in the<e2><80><a6> https://t.co/VMlmnrMGuu,0,0,NA,#metoo,0,
21080,2017-10-16 22:52:59,Hashtag of the Year nominee. #MeToo https://t.co/YijRsWACC8,0,0,ANDROID,#metoo,0,
21081,2017-10-16 19:13:26,The latest The Rex Richard Daily! https://t.co/0Xdi25Acpj Thanks to @FitinfunSharon @TheWritingDiva @architectlink #ad #metoo,0,0,NA,#metoo,0,
21082,2017-10-16 22:20:58,#MeToo Please don't judge me because I'm a male.,0,2,ANDROID,#metoo,0,
21083,2017-10-16 19:09:20,"@Alyssa_Milano #MeToo harassed at work, forcibly assaulted by an ex, harassed often at local convenience stores. I'm constantly on my guard",0,2,ANDROID,#metoo,0,
21084,2017-10-16 22:40:09,@ThePeterPaige Any time you feel safe to say #MeToo is the time to say it. #MeToo,0,0,NA,#metoo,0,
21085,2017-10-16 23:23:14,#MeToo enough said.,0,0,NA,#metoo,0,
21086,2017-10-16 23:53:19,"There is nothing flip
 nor humorous about sexual harassment or assault of Any kind!  Including rape! 
#meToo is real !",0,0,NA,#metoo,0,
21087,2017-10-16 19:53:37,Mood. #MeToo https://t.co/j15cPEkd9X,0,4,IPHONE,#metoo,0,
21088,2017-10-16 22:38:28,#MeToo @cjcohnart on Instagram.,0,0,IPHONE,#metoo,0,
21089,2017-10-16 20:09:51,"My (first) experience was when I was around 3. I dont remember it, but it's thought to have left underlying trauma.  

#metoo",0,1,NA,#metoo,0,
21090,2017-10-16 20:05:45,Alyssa Milano's #MeToo Campaign Inspires Thousands To Speak Out About Sexual Misconduct ...: https://t.co/f2idJQi9y6,0,0,NA,#metoo,0,
21091,2017-10-16 21:11:35,Because she was a goddess #MeToo  x o Jerrica https://t.co/dkLLWVKYjG,0,0,WEB,#metoo,0,
21092,2017-10-16 22:59:46,"If I ever see unwanted touching at a show going on, I will straight up start throwing right hooks. Knowing  #metoo stories. <ed><a0><bd><ed><b8><a1> beyond belief",2,5,IPHONE,#metoo,1,pouting face
21093,2017-10-16 22:39:55,"#MeToo but no one I<e2><80><99>ve ever told ya wanted to believe me. 
Also, if a hashtag is what it took for you to believe people, you<e2><80><99>re trash.",0,1,IPHONE,#metoo,0,
21094,2017-10-16 20:21:07,"The #metoo posts on here and on FB more especially are making me burn with rage for friends and relatives, for young girls and older women",2,1,WEB,#metoo,0,
21095,2017-10-16 23:10:46,"In The Wake Of Harvey Weinstein Scandal, Women Say #MeToo https://t.co/Fg39RcA1il",0,0,WEB,#metoo,0,
21096,2017-10-16 21:55:00,Me too. And I believe you. I see you. And I'm here for you. #metoo,0,1,IPHONE,#metoo,0,
21097,2017-10-16 23:16:41,"At the Drs office, at work, on my way home. Years and years of it. #MeToo",0,3,IPHONE,#metoo,0,
21098,2017-10-16 22:17:23,"#MeToo

<ed><a0><bd><ed><b2><9c><ed><a0><bc><ed><bd><83>WHAT WE DO NOT NEED
IN THE MIDST
<ed><a0><bc><ed><bd><83>OF STRUGGLE
IS #SHAME
FOR<ed><a0><bc><ed><bd><83><ed><a0><bd><ed><b2><9c>
BEING HUMAN
<ed><a0><bc><ed><bd><83><ed><a0><bd><ed><b2><9b>
~ BRENEBROWN<e2><80><a6> https://t.co/bUrOHYKkzO",8,10,ANDROID,#metoo,3,"yellow heart, purple heart, leaf fluttering in wind"
21099,2017-10-16 23:07:20,#MeToo is the powerful social media movement raising awareness about sexual harrassment: https://t.co/m1qg9shgeO,1,1,NA,#metoo,0,
21100,2017-10-16 23:58:57,Alyssa Milano's '#MeToo' campaign goes viral - Page Six https://t.co/aNVAGLzi9j,0,0,NA,#metoo,0,
21101,2017-10-16 22:07:21,@jamesonthewaves @equalitynow If you were a woman- you would need to carry mace. #realnews #MeToo,0,0,IPHONE,#metoo,0,
21102,2017-10-16 20:00:33,"I know I have a few #metoo stories, but literally whenever I try to recall any details my brain goes nope, remember that other thing you &gt;",0,1,NA,#metoo,0,
21103,2017-10-16 19:37:08,I was fondled by a man I had paid to get me home safely. To this day I can't drive the same stretch of road. #MeToo,0,0,IPHONE,#metoo,0,
21104,2017-10-16 23:30:07,"#MeToo

I<e2><80><99>m related to him. 

And now he<e2><80><99>s a cop.",0,0,IPHONE,#metoo,0,
21105,2017-10-16 20:41:42,"#metoo but it feels so shitty. Like, I still have fear over actually talking about something from 23ish years ago...",0,0,IPHONE,#metoo,0,
21106,2017-10-16 20:14:38,"Today, bravery kicks down the locked closet doors that hid away so many dark past. Finally exhaled to see the light. Freedom at last. #MeToo",1,2,ANDROID,#metoo,0,
21107,2017-10-16 22:26:41,Tired of the harassment. Too many times. #MeToo,0,0,IPHONE,#metoo,0,
21108,2017-10-16 21:56:29,It makes me sad seeing all of the people who don't understand the #MeToo hashtag... y'all are a part of the problem.,1,8,IPHONE,#metoo,0,
21109,2017-10-16 19:06:18,"Seeing an overwhelming amount of #metoo posts on Facebook, but not nearly as many on Twitter",0,1,IPHONE,#metoo,0,
21110,2017-10-16 19:23:52,"To those who come forward #MeToo.  I am truly sorry.  Have watched my BFFs, Sorors &amp; Family suffer. Thx U 4 your strength 2 end the silence.",0,0,WEB,#metoo,0,
21111,2017-10-16 19:21:10,"Two simple words, a rallying cry to stand against sexual harassment &amp; assault @PPL_Teen list of resources for<e2><80><a6> https://t.co/LJWmdpaVoV",6,3,WEB,#metoo,0,
21112,2017-10-16 22:07:30,"At 15, I asked a man the time not realising he had his penis out. He said he had time to put a condom on. I shouted 'perv' and ran #metoo",0,1,IPHONE,#metoo,0,
21113,2017-10-16 22:36:35,Throughout my life I have had men sexually harrass me in my workplace an no it's not ok  #MeToo,0,1,IPHONE,#metoo,0,
21114,2017-10-16 21:44:44,"Don't know if this is in keeping with #metoo but I was sexually assaulted by a woman, on a work's night out, in front of her friend.",1,1,NA,#metoo,0,
21115,2017-10-16 20:25:35,@washingtonpost And you<e2><80><99>re point is?? Not exactly sure. Griping?? How about suggesting a sollution. #MeToo,0,0,IPHONE,#metoo,0,
21116,2017-10-16 19:20:58,I think this is one of the strongest but also saddest hashtags I<e2><80><99>ve seen but yeah #metoo,0,1,IPHONE,#metoo,0,
21117,2017-10-16 21:59:51,I told my mom when I got home that night and that's a whole another story. She never mess with me after that. #MeToo,0,0,ANDROID,#metoo,0,
21118,2017-10-16 23:57:15,"Retweeted ew (@its_jmariee):

#metoo I stand with all of the women sexually assaulted but unwilling or not ready... https://t.co/6O766vUU9i",0,0,NA,#metoo,0,
21119,2017-10-16 20:06:22,"#MeToo I stand in solidarity with my sisters, as we are victors never victims. I'll use my voice<e2><80><a6> https://t.co/tnsVeccppG",0,1,NA,#metoo,0,
21120,2017-10-16 21:57:49,"#MeToo and if anybody out there needs someone to talk to, I'm here for you",2,6,IPHONE,#metoo,0,
21121,2017-10-16 19:38:52,"#MeToo

Too many times to count. In fact, it was just a regular thing growing up. Once I hit puberty 11 or 12ish,... https://t.co/R8gbQLAXfY",0,1,NA,#metoo,0,
21122,2017-10-16 22:27:23,@caitrionambalfe #MeToo I've lost jobs because I've said no.,0,6,ANDROID,#metoo,0,
21123,2017-10-16 23:06:07,This #MeToo is super triggering &amp; making me enraged. But this <e2><ac><87><ef><b8><8f>is why it's necessary. Fuck. This. Guy. https://t.co/IAmPlqE8kg,3,2,IPHONE,#metoo,1,down arrow
21124,2017-10-16 23:56:30,#MeToo . It was a manager at my previous workplace. I was fearful for losing my job if reported and jumped at the first opportunity to leave,0,0,ANDROID,#metoo,0,
21125,2017-10-16 21:44:22,#METOO .....worth repeating. https://t.co/TwaaR7gbGj,0,0,WEB,#metoo,0,
21126,2017-10-16 21:50:03,"@Alyssa_Milano Me too. 

#MeToo",0,0,ANDROID,#metoo,0,
21127,2017-10-16 19:02:25,"#metoo.  If you didn<e2><80><99>t know, now you do. The greatest disservice we can do is to remain silent.",0,2,IPHONE,#metoo,0,
21128,2017-10-16 23:41:00,"""There have been 413 episodes of Law and Order SVU. If you don't know what consent is in 2017, I just don't quite know what to say.""

#MeToo",3,7,NA,#metoo,0,
21129,2017-10-16 23:00:38,#MeToo made the scale of sexual abuse go viral. But is it asking too much of survivors? https://t.co/vq9hHWvnd7,0,0,NA,#metoo,0,
21130,2017-10-16 21:43:08,"The stories underscore the idea that sexual assault and harassment are ubiquitous, as the #metoo campaign has shown.",2,3,WEB,#metoo,0,
21131,2017-10-16 22:31:33,#metoo when a dude decided it was fun to chase me down the street on my way to school :x,0,1,WEB,#metoo,0,
21132,2017-10-16 21:06:31,"I can't believe I'm getting pushback for a #metoo FB post. From a woman! ""Ripple effect"" my ass.",0,3,NA,#metoo,0,
21133,2017-10-16 20:47:39,I<e2><80><99>m not brave enough to tell my story but #metoo,0,1,IPHONE,#metoo,0,
21134,2017-10-16 19:19:34,"I am posting #MeToo, not because I think I owe it to men, but because men have owed it to us to realize, and we are tired of your shit.",0,1,WEB,#metoo,0,
21135,2017-10-16 23:44:27,"Yes #MeToo 1981 
And reporting the incident proved more painful &amp; humiliating than the actual assault.",0,2,WEB,#metoo,0,
21136,2017-10-16 23:28:18,I liked a @YouTube video https://t.co/Z4KF9bIdoz Aba share's his story of when he did something wrong. | Me Too / #MeToo,0,0,NA,#metoo,0,
21137,2017-10-16 19:30:29,#MeToo building awareness https://t.co/9nIgyb0Km5,0,0,NA,#metoo,0,
